text,intent
kya kal ki chutti ka koi notice aya hai,unread_alerts
is there a holiday notice,unread_alerts
check for new updates from transport,unread_alerts
transport ki taraf se koi nayi update,unread_alerts
pichle mahine ki payment ka record,payment_history
show last month's payment,payment_history
mere saare receipts,payment_history
all my receipts please,payment_history
kitni payments ho chuki hain,payment_history
how many payments have i made,payment_history
payment ki tareekh kya thi,payment_history
what was the date of my last payment,payment_history
maine kab kab payment ki,payment_history
when did i make payments,payment_history
receipt ka pdf chahiye,payment_history
i need a pdf receipt,payment_history
mujhe payment slip chahiye,payment_history
can i get a payment slip,payment_history
jazzcash se payment hui thi uski history,payment_history
history of my jazzcash payments,payment_history
is saal ki fee ka hisaab,payment_history
fee ka hisaab kitaab dikhao,payment_history
total amount paid this year,payment_history
is saal maine kitna pay kiya,payment_history
payment history mein kuch nahi dikh raha,payment_history
payment history is empty,payment_history
no payments yet kyun likha hai,payment_history
why does it say no payments yet,payment_history
sari payments download karo,payment_history
previous invoices,payment_history
pichle invoices dikhao,payment_history
emergency contact person add karna hai,how_to_add_guardian
add an emergency pickup contact,how_to_add_guardian
emergency mein bache ko lene wale ka naam kaise daalun,how_to_add_guardian
salam bhai kaise hain,greeting
hello koi hai wahan,greeting
assalam o alaikum ji,greeting
hi mujhe madad chahiye thi,greeting
salam sir kya aap free hain,greeting
hello main parent hun,greeting
hi i am Ali's father,greeting
main Soban ki ammi hun salam,greeting
assalamualaikum main parent hun,greeting
hello kya main baat kar sakta hun,greeting
salam koi sawal poochna tha,greeting
hey there vango,greeting
hi hi,greeting
salam alaikum,greeting
slam,greeting
aslam o alaikum,greeting
hello g,greeting
oye hello,greeting
hello bhai,greeting
hi madam,greeting
good morning ji,greeting
good evening sir,greeting
salam dua,greeting
hello kaise madad milegi,greeting
hi new user hun,greeting
assalam,greeting
hello main naya hun,greeting
salam pehli baar use kar raha hun,greeting
hi first time using this,greeting
hello anyone,greeting
acha theek hai bye,goodbye
chalo shukriya allah hafiz,goodbye
ok ji khuda hafiz,goodbye
bas yehi poochna tha bye,goodbye
thanks allah hafiz,goodbye
ok main chalta hun,goodbye
ab bas bye,goodbye
khuda hafiz phir milenge,goodbye
acha allah hafiz,goodbye
ok gn bye,goodbye
good night ji,goodbye
shukriya good night,goodbye
bye see you tomorrow,goodbye
kal baat karte hain,goodbye
kal phir poochunga bye,goodbye
ok bas bye,goodbye
done bye,goodbye
that is it bye,goodbye
finished bye,goodbye
ok khtm bye,goodbye
allah hafiz sir,goodbye
allah hafiz madam,goodbye
bye take care,goodbye
khair andesh,goodbye
chalta hun allah hafiz,goodbye
bye ji,goodbye
alwida,goodbye
ok then bye,goodbye
goodbye ji,goodbye
hafiz,goodbye
haan,thanks
ji,thanks
ok,thanks
nahi,thanks
theek hai,thanks
acha,thanks
ji haan,thanks
ji bilkul,thanks
hmm theek,thanks
ok ji,thanks
sahi hai,thanks
chalo theek,thanks
haan bilkul,thanks
yes,thanks
no,thanks
okay,thanks
alright,thanks
done,thanks
got it,thanks
samajh gaya,thanks
shukriya bhai bohat acha,thanks
thanks yaar,thanks
allah aap ko khush rakhe,thanks
bohat acha jawab shukriya,thanks
mashallah acha kaam hai shukriya,thanks
thanks jawab mil gaya,thanks
shukriya madad ke liye,thanks
thank you ji bohat,thanks
bohat acha shukriya ji,thanks
zabardast shukriya,thanks
subah van kitne baje darwaze par hogi,pickup_time
bache ko kitne baje bahar bhejun,pickup_time
van timing for monday,pickup_time
kya pickup time same hai,pickup_time
first pickup kitne baje hai,pickup_time
meri gali mein van kab aati hai,pickup_time
pickup ka waqt confirm karna hai,pickup_time
bache ko kitne baje tayyar karun,pickup_time
what time should we wait at the stop,pickup_time
stop par kitne baje pohanchna hai,pickup_time
morning schedule kya hai,pickup_time
kitni der mein van aani chahiye,pickup_time
is pickup at 7 or 7 30,pickup_time
pickup 7 baje hai ya 8,pickup_time
van ka arrival time ghar par,pickup_time
van kitne baje uthati hai bachon ko,pickup_time
subah ki timing batao,pickup_time
mere dono bachon ka pickup time,pickup_time
both kids pickup timing kya hai,pickup_time
van kal kitne baje aani hai,pickup_time
aaj pickup ka time confirm karo,pickup_time
pickup time change hua hai kya,pickup_time
has the pickup time changed,pickup_time
van ka time badla to nahi,pickup_time
pickup time kitna hai aaj,pickup_time
school jane ka time kya hai van ka,pickup_time
exact pickup time chahiye,pickup_time
mujhe sahi time batao van ka,pickup_time
morning van kis waqt,pickup_time
time of morning pickup please,pickup_time
bache ko ghar kitne baje chorti hai van,dropoff_time
school se kitne baje nikal ti hai van,dropoff_time
aaj wapsi ka time kya hoga,dropoff_time
kya drop time badla hai,dropoff_time
has the drop time changed,dropoff_time
drop time same hai na,dropoff_time
chutti kitne baje hoti hai van kab chalti hai,dropoff_time
van ghar kitne baje wapis pohanchti hai,dropoff_time
return timing batao,dropoff_time
afternoon ka schedule kya hai,dropoff_time
dono bachon ka drop time,dropoff_time
both children drop timing,dropoff_time
kal drop ka time kya hoga,dropoff_time
half day par drop kitne baje,dropoff_time
friday ko drop kab hoti hai,dropoff_time
friday drop timing,dropoff_time
kitne baje ghar par mojood rehna hai,dropoff_time
what time should someone be home,dropoff_time
drop par ghar koi hona chahiye kitne baje,dropoff_time
evening van kitne baje,dropoff_time
van shaam ko kitne baje aati hai,dropoff_time
exact drop time chahiye,dropoff_time
drop ka sahi time batao,dropoff_time
school chutti ke kitni der baad drop,dropoff_time
how long after school does the van drop,dropoff_time
wapsi ka safar kitna lamba hai,dropoff_time
drop time for grade 5,dropoff_time
mere bache ki wapsi ka waqt,dropoff_time
time of afternoon drop please,dropoff_time
drop schedule aaj ka,dropoff_time
van abhi kis ilaqay mein hai,van_location
kya van meri gali mein pohanch gayi,van_location
van ko ane mein aur kitna time,van_location
van kab tak pohanchegi,van_location
bacha stop par khara hai van kahan hai,van_location
hum intezar kar rahe hain van kidhar hai,van_location
van nazar nahi aa rahi,van_location
10 minute se wait kar rahe hain van kahan,van_location
kya van chal padi hai school se,van_location
van school se nikli ya nahi,van_location
van kis stop tak pohanchi hai,van_location
van kitne stops door hai,van_location
tracking kaise dekhun,van_location
location kaise track karun,van_location
can i see the van on a map,van_location
kya map par van dikh sakti hai,van_location
van ki position batao,van_location
current location of the van,van_location
van abhi tak nahi ayi kya karun,van_location
van bohat late hai kahan hai,van_location
aaj van der se aa rahi hai kya,van_location
is the van delayed today,van_location
driver kidhar pohancha hai,van_location
van ka rasta kahan tak tay hua,van_location
kitne minute aur intezar karna hoga,van_location
how many more minutes to wait,van_location
van ghar ke qareeb hai kya,van_location
is the van near my house,van_location
van pohanchne wali hai kya,van_location
live status of van,van_location
bacha van mein baitha ya nahi,child_status
confirm karo bacha van par hai,child_status
bache ne school mein entry ki,child_status
school pohanchne ki tasdeeq chahiye,child_status
aaj bacha kis waqt pick hua,child_status
what time was my child picked up today,child_status
aaj drop kis waqt hui,child_status
bacha kab utra van se,child_status
mera bacha abhi van mein hai kya,child_status
is my son on board right now,child_status
kya dono bache van mein hain,child_status
are both my children on the van,child_status
aaj bache ka kya update hai,child_status
bache ki aaj ki report,child_status
mujhe bacha mila nahi kya van par tha,child_status
bacha stop par nahi mila,child_status
kya driver ne bache ko liya tha,child_status
pickup hui thi ya nahi aaj,child_status
bacha school gaya aaj,child_status
did my child travel today,child_status
bacha aaj van se gaya tha ya nahi,child_status
aaj ka safar mukammal hua,child_status
trip complete hui,child_status
bache ki hifazat se pohanchne ki khabar,child_status
safe arrival confirm karo,child_status
bacha theek se ghar aa gaya,child_status
confirm my child reached home,child_status
bache ka aaj ka record dikhao,child_status
status for today please,child_status
koi nayi ittela,unread_alerts
kya mere liye koi message hai,unread_alerts
naye alerts kitne hain,unread_alerts
alerts kitne pending hain,unread_alerts
koi khabar aayi hai kya,unread_alerts
kuch naya aaya hai,unread_alerts
koi zaroori paigham,unread_alerts
any urgent notice for me,unread_alerts
mujhe koi alert nahi mila kya koi tha,unread_alerts
did i miss any alert,unread_alerts
alerts kholna hai,unread_alerts
notifications kholo,unread_alerts
alert page dikhao,unread_alerts
mere messages dikhao,unread_alerts
show my messages,unread_alerts
koi update hai mere bache ka,unread_alerts
any update about my child,unread_alerts
school ne kuch bheja hai,unread_alerts
kya admin ne kuch bheja,unread_alerts
koi naya notice aya,unread_alerts
recent notifications dikhao,unread_alerts
aakhri alert kya tha,unread_alerts
last alert kaunsa tha,unread_alerts
what was the last notice,unread_alerts
purane alerts bhi dikhao,unread_alerts
kal ke alerts dikhao,unread_alerts
yesterday ke notifications,unread_alerts
aaj ke alerts,unread_alerts
unread kitne hain,unread_alerts
kitne messages unread hain,unread_alerts
mera plan chal raha hai ya nahi,subscription_status
plan ki halat kya hai,subscription_status
subscription ki details batao,subscription_status
mujhe apni subscription dekhni hai,subscription_status
kaunsa plan laga hua hai mere account par,subscription_status
which plan is on my account,subscription_status
plan kab shuru hua tha,subscription_status
subscription kab se chal rahi hai,subscription_status
when did my plan start,subscription_status
kitne mahine se plan chal raha hai,subscription_status
meri fee ka kya status hai,subscription_status
fee clear hai ya nahi,subscription_status
koi baqaya to nahi,subscription_status
kya mujhe kuch dena hai,subscription_status
do i owe anything,subscription_status
account par koi due hai,subscription_status
payment method kaunsa laga hua hai,subscription_status
kis se payment hoti hai meri,subscription_status
mera plan kab tak chalega,subscription_status
plan kitne din aur chalega,subscription_status
subscription expire hone wali hai kya,subscription_status
plan khatam to nahi ho gaya,subscription_status
has my plan ended,subscription_status
plan band to nahi ho gaya,subscription_status
kya meri service active hai,subscription_status
is my service running,subscription_status
van service chalu hai meri,subscription_status
account active hai,subscription_status
meri membership ka status,subscription_status
plan summary dikhao,subscription_status
har plan ki qeemat batao,plan_prices
plans ka rate kya hai,plan_prices
fees kitni hai har plan ki,plan_prices
kitne paise lagte hain mahine ke,plan_prices
mahana kharcha kitna hoga,plan_prices
monthly kitna dena hoga,plan_prices
sab se mehnga plan kaunsa,plan_prices
most expensive plan,plan_prices
do bachon ke liye kaunsa plan,plan_prices
plan for two children,plan_prices
teen bachon wala plan kaunsa hai,plan_prices
ek bache ke liye kitna,plan_prices
one child ka rate,plan_prices
plan ki tafseel batao,plan_prices
plan details with price,plan_prices
kya koi discount hai,plan_prices
discount milta hai kya,plan_prices
package kitne ka hai,plan_prices
packages batao,plan_prices
van ka monthly charge,plan_prices
transport fee per month,plan_prices
kitne ka parta hai mahina,plan_prices
charges kya hain,plan_prices
price list dikhao,plan_prices
rates dikhao,plan_prices
plan mein kya kya shamil hai,plan_prices
what is included in each plan,plan_prices
features ke sath price batao,plan_prices
plan comparison chahiye,plan_prices
sab plans ki list price ke sath,plan_prices
meri payments ka record chahiye,payment_history
purani fees ka hisab,payment_history
hisab kitab dikhao,payment_history
ledger dikhao,payment_history
kitni baar payment ki hai,payment_history
how many times have i paid,payment_history
pichle mahine ka payment record,payment_history
last month ki payment,payment_history
is mahine ki payment ho gayi,payment_history
this month payment done or not,payment_history
payment ki tareekh batao,payment_history
payment kis din hui thi,payment_history
date of my last payment,payment_history
kab kab payment hui,payment_history
meri sari payments dikhao,payment_history
show me all my payments,payment_history
payment slip chahiye,payment_history
slip nikalni hai,payment_history
bill nikal do,payment_history
bill chahiye mujhe,payment_history
receipt kaise nikalti hai,payment_history
receipt milegi kya,payment_history
invoice download,payment_history
invoice ka option kahan,payment_history
meri transactions dikhao,payment_history
transaction record chahiye,payment_history
paid amount total kitna hai,payment_history
ab tak kul kitna diya,payment_history
total paid so far,payment_history
payment summary dikhao,payment_history
guardian list mein kaun kaun hai,guardian_info
mere guardians ki tafseel,guardian_info
guardian ka phone number dikhao,guardian_info
guardian ka number kya hai list mein,guardian_info
kis guardian ka status pending hai,guardian_info
kaunsa guardian approve nahi hua,guardian_info
guardian approve kab hoga mera,guardian_info
meri guardian request kahan tak pohanchi,guardian_info
guardian request ka natija,guardian_info
guardian ka result aya,guardian_info
guardian verify ho gaya kya,guardian_info
kya guardian ki tasdeeq ho gayi,guardian_info
guardian ka card check hua,guardian_info
guardian approval ka intezar hai,guardian_info
how long more for guardian approval,guardian_info
kitna aur intezar karna hoga guardian ka,guardian_info
guardian reject hone ki waja,guardian_info
guardian reject kyun kiya gaya,guardian_info
note kya likha hai guardian par,guardian_info
admin ne kya kaha guardian ke bare mein,guardian_info
guardian ki tadaad kitni hai,guardian_info
mere paas kitne approved guardian hain,guardian_info
approved kitne hain,guardian_info
pending kitne hain,guardian_info
kaun kaun bache ko le sakta hai list,guardian_info
list of people allowed to pick up,guardian_info
guardian ka relation kya likha hai,guardian_info
guardian ki relation dekhni hai,guardian_info
meri guardian entries dikhao,guardian_info
guardian record dikhao,guardian_info
guardian banane ke liye kya kya chahiye,guardian_requirements
guardian ke liye shart kya hai,guardian_requirements
conditions for guardian,guardian_requirements
kya guardian ka shanakhti card lazmi hai,guardian_requirements
id card zaroori hai kya,guardian_requirements
b form chalega kya,guardian_requirements
kya driving license chalega id ke tor par,guardian_requirements
passport se guardian ban sakta hai,guardian_requirements
guardian ki umar ka koi usool hai,guardian_requirements
kya bacha guardian ban sakta hai,guardian_requirements
kya bhai guardian ban sakta hai,guardian_requirements
behn ko guardian bana sakte hain,guardian_requirements
kya naukar ko guardian bana sakte hain,guardian_requirements
driver ko guardian bana sakte hain kya,guardian_requirements
guardian ki tasveer chahiye kya,guardian_requirements
photo lagani paregi,guardian_requirements
cnic ki dono side chahiye,guardian_requirements
kya cnic ki back side bhi,guardian_requirements
kitni der mein guardian verify hota hai,guardian_requirements
verification ka time kitna,guardian_requirements
kya same din approve ho jata hai,guardian_requirements
approval same day hoti hai,guardian_requirements
guardian ke liye form kaise bharun,guardian_requirements
form mein kya likhna hai,guardian_requirements
kya guardian ko khud aana parega,guardian_requirements
guardian ko school aana hoga,guardian_requirements
pickup par kya dikhana hoga guardian ko,guardian_requirements
guardian ko id sath rakhni hogi,guardian_requirements
documents ki list batao guardian ke liye,guardian_requirements
guardian add karne ka tariqa batao,how_to_add_guardian
naya guardian kaise banate hain,how_to_add_guardian
guardian banane ka process,how_to_add_guardian
kisi ko authorize kaise karun,how_to_add_guardian
authorize karne ka tariqa,how_to_add_guardian
meri behn ko add karna hai,how_to_add_guardian
bhai ko guardian banana hai,how_to_add_guardian
mamu ko add karna hai,how_to_add_guardian
khala ko guardian banana hai,how_to_add_guardian
nani ko add karna chahta hun,how_to_add_guardian
dadi ko guardian banana hai,how_to_add_guardian
padosi ko add karna hai,how_to_add_guardian
driver ko guardian add karna hai,how_to_add_guardian
kya main ab guardian add kar sakta hun,how_to_add_guardian
guardian kaise register hoga,how_to_add_guardian
guardian wala form kahan milega,how_to_add_guardian
guardian ka option kahan hai,how_to_add_guardian
add guardian kahan se karun,how_to_add_guardian
guardian add karne ka button,how_to_add_guardian
new guardian entry kaise karun,how_to_add_guardian
kisi ko pickup ki ijazat kaise dun,how_to_add_guardian
how to give someone pickup permission,how_to_add_guardian
aaj koi aur lene aayega kaise add karun,how_to_add_guardian
emergency mein kisi ko kaise add karun,how_to_add_guardian
ek aur guardian add karna hai,how_to_add_guardian
dusra guardian kaise add hoga,how_to_add_guardian
guardian add karne ke baad kya hoga,how_to_add_guardian
adding a guardian steps,how_to_add_guardian
guardian banane mein kya karna parta hai,how_to_add_guardian
guardian ka ijafa kaise karun,how_to_add_guardian
naya bacha kaise register hoga,how_to_add_child
bache ka ijafa kaise karun,how_to_add_child
apne bache ko kaise shamil karun,how_to_add_child
chhote bache ko bhi add karna hai,how_to_add_child
mera dusra beta bhi jata hai kaise add karun,how_to_add_child
beti ko bhi van lagwani hai,how_to_add_child
dono bachon ko add karna hai,how_to_add_child
teeno bachon ko kaise add karun,how_to_add_child
bache ka naam kaise darj karun,how_to_add_child
student kaise register hota hai,how_to_add_child
bache ki entry kaise karun,how_to_add_child
add child ka option kahan hai,how_to_add_child
bacha add karne ka button kahan,how_to_add_child
my children page kahan hai,how_to_add_child
bache ki grade kahan likhni hai,how_to_add_child
section kahan bharna hai,how_to_add_child
class ka khana kahan hai,how_to_add_child
bache ko add karne ke baad kya hoga,how_to_add_child
add karne par kitni der mein approve hoga,how_to_add_child
bacha add kar diya ab kya,how_to_add_child
naye bache ke liye alag fee lagegi,how_to_add_child
dusre bache ka kharcha alag hoga,how_to_add_child
kya plan mein dusra bacha aa jayega,how_to_add_child
mere plan mein kitne bache aa sakte hain,how_to_add_child
bacha add nahi ho raha,how_to_add_child
add child kaam nahi kar raha,how_to_add_child
bacha list mein nahi aa raha,how_to_add_child
new admission kaise karayen,how_to_add_child
enroll karne ka tariqa,how_to_add_child
bache ko system mein kaise dalun,how_to_add_child
fee kahan se bharni hai,how_to_pay_fee
paisay kaise bhejun,how_to_pay_fee
payment ka tariqa batao,how_to_pay_fee
kaise pay karun main,how_to_pay_fee
jazzcash ka option hai,how_to_pay_fee
easypaisa chalta hai,how_to_pay_fee
bank account mein bhej sakte hain,how_to_pay_fee
kya cash de sakte hain school mein,how_to_pay_fee
cash jama hoga,how_to_pay_fee
card lagta hai kya,how_to_pay_fee
debit card chalega,how_to_pay_fee
credit card se ho jayega,how_to_pay_fee
online payment kaise hoti hai,how_to_pay_fee
app se payment kaise karun,how_to_pay_fee
payment karne ke steps,how_to_pay_fee
pay karne ka process,how_to_pay_fee
pay karne ka button kahan hai,how_to_pay_fee
payment wala safha kahan hai,how_to_pay_fee
payment method kaise lagaun,how_to_pay_fee
apna account number kahan dalun,how_to_pay_fee
jazzcash number kahan likhna hai,how_to_pay_fee
payment ho gayi lekin plan active nahi,how_to_pay_fee
paise kat gaye plan nahi laga,how_to_pay_fee
payment hui hai confirm nahi ho rahi,how_to_pay_fee
paisay kat gaye ab kya karun,how_to_pay_fee
payment fail ho rahi hai,how_to_pay_fee
transaction fail ho gaya,how_to_pay_fee
payment kyun nahi ho rahi,how_to_pay_fee
kya online payment mehfooz hai,how_to_pay_fee
payment ki last date kya hoti hai,how_to_pay_fee
plan khatam karna chahta hun,cancel_subscription
service nahi chahiye ab,cancel_subscription
van band karwani hai,cancel_subscription
is mahine ke baad nahi chahiye,cancel_subscription
agle mahine se band kar dein,cancel_subscription
service rok dein,cancel_subscription
kuch arsay ke liye band karna hai,cancel_subscription
chutiyon mein band karna hai,cancel_subscription
garmiyon ki chutti mein band karwana hai,cancel_subscription
school off hai plan rok dein,cancel_subscription
bacha ab van se nahi jata band kar dein,cancel_subscription
hum shift ho rahe hain service band karein,cancel_subscription
shehar chhod rahe hain plan cancel,cancel_subscription
plan cancel karne par paise wapis,cancel_subscription
agar cancel karun to refund hoga,cancel_subscription
beech mahine cancel karne par kya,cancel_subscription
paisay wapis mil jayenge,cancel_subscription
adhoore mahine ke paise milenge,cancel_subscription
cancel karne ka tariqa,cancel_subscription
cancel ka button kahan hai,cancel_subscription
subscription khatam karne ke steps,cancel_subscription
band karne ke liye kis se baat karun,cancel_subscription
cancel karne ke liye kahan jaun,cancel_subscription
kya main khud cancel kar sakta hun,cancel_subscription
cancel karne par kya bacha van se nikal jayega,cancel_subscription
cancel ke baad kab tak service chalegi,cancel_subscription
notice dena hota hai kya,cancel_subscription
kitne din pehle batana hota hai,cancel_subscription
cancel karne ke baad dobara le sakte hain,cancel_subscription
plan hold karna hai,cancel_subscription
account band karna hai,cancel_subscription
password badalna hai mujhe,change_password
apna password kaise badlun,change_password
naya password lagana hai,change_password
purana password hata kar naya lagana hai,change_password
password change ka option kahan,change_password
security settings kahan hain,change_password
password bhool gayi hun,change_password
apna password yaad nahi aa raha,change_password
login ka password bhool gaya,change_password
account mein nahi ja pa raha password,change_password
password galat keh raha hai,change_password
wrong password aa raha hai,change_password
password reset karna hai kaise,change_password
reset link kaise milega,change_password
email par link aayega kya,change_password
reset email nahi aaya,change_password
link nahi mil raha email mein,change_password
spam mein bhi nahi hai link,change_password
kitni der mein link aata hai,change_password
mobile number par code aayega,change_password
otp aayega kya,change_password
password kaisa hona chahiye,change_password
mazboot password kya hota hai,change_password
password mein kya kya hona chahiye,change_password
kam se kam kitne harf ka password,change_password
password kitna lamba ho,change_password
kya password share kar sakta hun,change_password
kisi aur ne mera account khola hai,change_password
account hack ho gaya lagta hai,change_password
account mehfooz kaise karun,change_password
login secure kaise karun,change_password
apni maloomat kaise badlun,update_profile
profile mein tabdeeli karni hai,update_profile
apna record update karna hai,update_profile
naya number lagana hai account par,update_profile
mera sim badal gaya hai number update karein,update_profile
purana number band ho gaya,update_profile
number theek karna hai galat laga hua hai,update_profile
phone number galat hai,update_profile
email galat likhi gayi hai,update_profile
email theek karwani hai,update_profile
apni email badalni hai,update_profile
naam ki spelling theek karni hai,update_profile
mere naam mein ghalti hai,update_profile
naam durust karwana hai,update_profile
shehar badal gaya hai update karein,update_profile
city change karni hai,update_profile
address kaise update karun,update_profile
apni tafseelat dekhni hain,update_profile
meri details dikhao,update_profile
account mein kya kya laga hua hai,update_profile
aap ke paas mera kaunsa number hai,update_profile
kaunsa number registered hai mera,update_profile
meri email kaunsi hai system mein,update_profile
profile ka safha kahan hai,update_profile
settings kahan milti hain,update_profile
edit ka option kahan hai,update_profile
save kaise karun tabdeeli,update_profile
tabdeeli save nahi ho rahi,update_profile
profile update nahi ho raha,update_profile
apni tasveer lagani hai,update_profile
photo change karni hai,update_profile
alerts band kaise karun,notification_settings
sms rok dein,notification_settings
mujhe sms mat bhejein,notification_settings
email ki ittela band karein,notification_settings
notification ki setting kahan hai,notification_settings
alerts ki setting kahan milegi,notification_settings
kaunse alerts chalu hain mere,notification_settings
mere liye kaunsi ittela on hai,notification_settings
sms on karna hai,notification_settings
email alerts chalu karne hain,notification_settings
push notification kaise on hoti hai,notification_settings
mobile par notification nahi aati,notification_settings
phone par alert nahi aata,notification_settings
mujhe koi ittela nahi milti,notification_settings
alerts kyun nahi aa rahe,notification_settings
sms aana band ho gaya,notification_settings
pehle sms aate the ab nahi,notification_settings
email kyun nahi aa rahi,notification_settings
notifications kam kar dein,notification_settings
bohat zyada message aate hain,notification_settings
itne alerts nahi chahiye,notification_settings
sirf zaroori alerts bhejein,notification_settings
sirf pickup ka alert chahiye,notification_settings
drop ka alert band kar dein,notification_settings
sirf emergency ka alert rakhein,notification_settings
daily message band karein,notification_settings
roz ka summary nahi chahiye,notification_settings
kaunse number par alert jate hain,notification_settings
alerts kis email par aate hain,notification_settings
alert settings badalni hain,notification_settings
school ka number chahiye,contact_support
office ka number do,contact_support
transport office se baat karni hai,contact_support
kis se baat karun apni shikayat ke liye,contact_support
kis ko call karun madad ke liye,contact_support
helpline kahan hai,contact_support
support ka number kahan milega,contact_support
koi insaan se baat karwa dein,contact_support
main bot se nahi insaan se baat karunga,contact_support
real person se baat karni hai,contact_support
admin ka number chahiye,contact_support
principal se baat karni hai,contact_support
school office ka waqt kya hai,contact_support
office kab khulta hai,contact_support
kis waqt call kar sakte hain,contact_support
chutti wale din call ho sakti hai,contact_support
sunday ko office khula hai,contact_support
email kahan bhejun apni baat,contact_support
complaint kis email par bhejun,contact_support
school ki email address,contact_support
support ki email chahiye,contact_support
whatsapp number hai koi,contact_support
school ka whatsapp,contact_support
office ka pata kya hai,contact_support
school ka address chahiye,contact_support
kahan jana hoga baat karne ke liye,contact_support
kis se milna hoga,contact_support
transport incharge kaun hai,contact_support
incharge ka rabta number,contact_support
madad ke liye rabta,contact_support
muft mein try kar sakte hain,free_trial
bina paise ke chala sakte hain,free_trial
pehle try karna hai phir paise dunga,free_trial
koi muft period hai,free_trial
free days milte hain,free_trial
kuch din free chalta hai kya,free_trial
trial ka option hai kya,free_trial
azmaishi muddat hai,free_trial
demo mil sakta hai,free_trial
test ke liye chala sakte hain,free_trial
trial kitne din chalta hai,free_trial
muft kitne din,free_trial
free kitne din ka hai,free_trial
trial ka waqt kitna,free_trial
mera trial kab khatam ho raha,free_trial
trial ke kitne din bache,free_trial
trial khatam hone ke baad kya hoga,free_trial
free khatam hone par band ho jayega,free_trial
trial ke baad paise dene honge,free_trial
phir kitna dena hoga,free_trial
trial barha sakte hain,free_trial
kuch din aur free mil sakte hain,free_trial
trial dobara mil sakta hai,free_trial
naye users ke liye koi offer,free_trial
koi free offer chal raha hai,free_trial
muft plan bhi hai kya,free_trial
free wala plan,free_trial
bina fee ke service,free_trial
trial kaise shuru karun,free_trial
aaj bacha nahi jayega van mat bhejna,report_absence
kal van na bhejein,report_absence
aaj chutti hai van nahi chahiye,report_absence
bacha bimar hai aaj nahi jayega,report_absence
bukhar hai bacha nahi jayega,report_absence
tabiyat kharab hai chutti hai,report_absence
doctor ke paas jana hai aaj van nahi,report_absence
aaj hum khud chor denge,report_absence
aaj main khud le jaunga bache ko,report_absence
aaj hum khud le aayenge,report_absence
wapsi par van nahi chahiye aaj,report_absence
sirf subah chahiye drop nahi,report_absence
sirf drop chahiye pickup nahi,report_absence
aaj subah nahi lena,report_absence
kal se do din nahi jayega,report_absence
is hafte bacha nahi jayega,report_absence
agle hafte chutti hai,report_absence
shadi hai isliye nahi jayega,report_absence
ghar mein mehman hain aaj nahi,report_absence
safar par ja rahe hain,report_absence
bahar ja rahe hain 5 din,report_absence
chutti ki darkhwast,report_absence
leave lagani hai,report_absence
chutti likhwani hai,report_absence
absent karwana hai,report_absence
driver ko ittela kar dein bacha nahi aayega,report_absence
driver ko bata dein aaj wait na kare,report_absence
van ko mana kar dein,report_absence
aaj van ka intezar na karein,report_absence
pickup skip kar dein aaj,report_absence
